Transaction_ID,Transaction_Date,Transaction_Hour,Customer_ID,Merchant_ID,Merchant_Name,Merchant_Category,City,Payment_Method,Bank_Name,Device_Type,Amount,Transaction_Status,Failure_Reason,Gateway_Response_Time_ms,Refund_Flag,Chargeback_Flag,Revenue_Fee,Settlement_Days,Is_High_Value,Risk_Score
TXN0004213,2025-01-04,21,CUST12257,MER020052,MegaMart,E-commerce,Delhi,UPI,HDFC Bank,iOS,2202.57,Success,,508,0,0,5.51,2.0,0,24
TXN0004214,2026-01-03,20,CUST32650,MER010140,UrbanMeals,Food & Delivery,Jaipur,UPI,Axis Bank,Android,122.0,Failed,Bank Server Timeout,4410,0,0,0.0,,0,37
TXN0004215,2025-05-26,4,CUST22543,MER030017,FlyQuick,Travel,Hyderabad,UPI,IndusInd Bank,Web,3609.71,Success,,674,0,0,9.02,1.0,0,25
TXN0004216,2025-03-10,11,CUST14970,MER010118,QuickBite,Food & Delivery,Mumbai,UPI,Axis Bank,iOS,757.25,Success,,1163,0,0,1.89,2.0,0,54
TXN0004217,2025-05-20,11,CUST10185,MER050135,MediPlus,Healthcare,Kolkata,UPI,HDFC Bank,iOS,1406.86,Failed,Network Error,3969,0,0,0.0,,0,46
TXN0004218,2025-07-14,1,CUST35150,MER040148,EduPrime,Education,Pune,Credit Card,Bank of Baroda,Android,4783.05,Success,,799,0,0,86.09,2.0,0,49
TXN0004219,2025-04-14,22,CUST24771,MER050087,ClinicKart,Healthcare,Mumbai,UPI,Canara Bank,Android,1944.36,Success,,835,0,0,4.86,1.0,0,33
TXN0004220,2025-06-22,17,CUST16850,MER090079,RechargePro,Utilities,Chennai,Credit Card,IDFC First Bank,Android,713.48,Success,,851,1,0,12.84,1.0,0,36
TXN0004221,2025-03-20,10,CUST39321,MER030108,FlyQuick,Travel,Delhi,Net Banking,ICICI Bank,Android,1900.82,Success,,285,1,0,22.81,1.0,0,49
TXN0004222,2026-03-16,3,CUST36844,MER040057,SkillBridge,Education,Hyderabad,UPI,SBI,Android,1235.92,Success,,919,0,0,3.09,3.0,0,28
TXN0004223,2026-03-04,14,CUST36778,MER100076,FinServe,Financial Services,Mumbai,UPI,Yes Bank,Web,622.46,Success,,1318,0,0,1.56,1.0,0,45
TXN0004224,2025-06-18,16,CUST22990,MER080079,UrbanBazaar,Retail,Kolkata,Credit Card,SBI,Android,4194.63,Success,,626,0,0,75.5,1.0,0,70
TXN0004225,2025-02-25,9,CUST39089,MER080116,ValueMart,Retail,Delhi,UPI,HDFC Bank,Android,2884.79,Success,,208,0,0,7.21,2.0,0,55
TXN0004226,2025-03-19,18,CUST24267,MER060056,TaskPilot,SaaS,Hyderabad,UPI,Bank of Baroda,Mobile Web,3901.17,Success,,313,0,0,9.75,1.0,0,33
TXN0004227,2025-02-09,21,CUST37231,MER040031,LearnLoop,Education,Bengaluru,UPI,Canara Bank,Android,3096.68,Success,,513,0,0,7.74,1.0,0,55
TXN0004228,2025-06-14,9,CUST35968,MER020056,CartBee,E-commerce,Chennai,Credit Card,Axis Bank,iOS,699.71,Success,,423,0,0,12.59,1.0,0,37
TXN0004229,2025-08-05,13,CUST18192,MER090002,PowerPay,Utilities,Ahmedabad,UPI,Bank of Baroda,Android,427.36,Success,,1035,0,0,1.07,1.0,0,34
TXN0004230,2025-03-31,14,CUST13533,MER020021,Trendora,E-commerce,Chennai,UPI,IDFC First Bank,Android,826.52,Success,,1088,0,0,2.07,2.0,0,62
TXN0004231,2025-07-17,2,CUST33971,MER010108,DailyDine,Food & Delivery,Pune,Net Banking,ICICI Bank,iOS,284.75,Success,,1443,0,0,3.42,2.0,0,18
TXN0004232,2025-09-14,9,CUST37308,MER020058,MegaMart,E-commerce,Mumbai,UPI,ICICI Bank,Android,822.2,Success,,1041,0,0,2.06,1.0,0,50
TXN0004233,2025-05-02,9,CUST35318,MER090043,UtilityDesk,Utilities,Mumbai,UPI,IndusInd Bank,Web,823.92,Success,,1129,0,0,2.06,1.0,0,33
TXN0004234,2025-09-04,21,CUST27832,MER100002,InvestPlus,Financial Services,Ahmedabad,Net Banking,SBI,Android,2880.81,Success,,887,0,0,34.57,1.0,0,43
TXN0004235,2025-05-09,6,CUST31931,MER010098,FoodKart,Food & Delivery,Chennai,Credit Card,Canara Bank,Web,1160.38,Success,,749,0,0,20.89,2.0,0,50
TXN0004236,2025-05-02,23,CUST18471,MER070075,XPZone,Gaming,Delhi,Credit Card,SBI,Android,205.44,Success,,852,0,0,3.7,2.0,0,45
TXN0004237,2025-07-17,6,CUST35629,MER100058,WealthKart,Financial Services,Bengaluru,Wallet,Axis Bank,Android,2052.92,Success,,793,1,0,28.74,2.0,0,53
TXN0004238,2025-02-04,12,CUST10620,MER080070,ValueMart,Retail,Bengaluru,UPI,IndusInd Bank,Android,2395.98,Success,,986,0,0,5.99,1.0,0,24
TXN0004239,2025-06-30,1,CUST31565,MER020148,MegaMart,E-commerce,Hyderabad,Wallet,HDFC Bank,Mobile Web,509.26,Success,,630,0,0,7.13,2.0,0,39
TXN0004240,2025-05-14,3,CUST32424,MER020149,ClickZone,E-commerce,Hyderabad,Debit Card,IDFC First Bank,Android,2663.29,Success,,743,0,0,26.63,3.0,0,8
TXN0004241,2025-12-02,17,CUST36982,MER100030,InvestPlus,Financial Services,Mumbai,Debit Card,IndusInd Bank,Android,2448.57,Success,,525,0,0,24.49,2.0,0,35
TXN0004242,2025-12-19,11,CUST39078,MER090111,RechargePro,Utilities,Mumbai,Wallet,IndusInd Bank,Android,329.34,Success,,1182,0,0,4.61,2.0,0,53
TXN0004243,2025-11-09,18,CUST13918,MER020136,MegaMart,E-commerce,Hyderabad,UPI,Yes Bank,iOS,2055.84,Success,,873,0,0,5.14,2.0,0,30
TXN0004244,2026-02-25,4,CUST38014,MER010044,UrbanMeals,Food & Delivery,Bengaluru,UPI,HDFC Bank,iOS,1433.39,Success,,783,0,0,3.58,2.0,0,32
TXN0004245,2026-01-07,18,CUST29602,MER080015,DailyStore,Retail,Chennai,Credit Card,Axis Bank,Web,4241.55,Success,,608,0,0,76.35,1.0,0,33
TXN0004246,2025-04-15,19,CUST27060,MER020136,ClickZone,E-commerce,Ahmedabad,UPI,HDFC Bank,Android,2043.73,Success,,1058,0,0,5.11,1.0,0,63
TXN0004247,2025-08-30,11,CUST18871,MER070133,GameHive,Gaming,Kolkata,Credit Card,IndusInd Bank,iOS,869.13,Success,,711,0,0,15.64,2.0,0,38
TXN0004248,2025-06-13,2,CUST18804,MER040021,CourseKart,Education,Hyderabad,Credit Card,IndusInd Bank,Web,2524.57,Failed,Insufficient Funds,1456,0,0,0.0,,0,21
TXN0004249,2025-07-08,13,CUST39810,MER010003,FoodKart,Food & Delivery,Mumbai,Debit Card,HDFC Bank,Android,944.08,Success,,1082,0,0,9.44,1.0,0,52
TXN0004250,2025-03-08,17,CUST37295,MER090110,UtilityDesk,Utilities,Pune,Credit Card,ICICI Bank,Mobile Web,3215.58,Success,,274,0,0,57.88,1.0,0,57
TXN0004251,2025-07-22,12,CUST25575,MER020022,MegaMart,E-commerce,Bengaluru,Net Banking,IndusInd Bank,iOS,1360.13,Success,,799,0,0,16.32,1.0,0,36
TXN0004252,2025-02-17,20,CUST29578,MER050051,HealthHub,Healthcare,Mumbai,UPI,Canara Bank,Android,1259.14,Success,,577,0,0,3.15,2.0,0,51
TXN0004253,2025-08-17,5,CUST36508,MER080126,ValueMart,Retail,Kolkata,Net Banking,HDFC Bank,iOS,257.55,Success,,868,0,0,3.09,1.0,0,34
TXN0004254,2025-01-18,3,CUST16918,MER010042,UrbanMeals,Food & Delivery,Chennai,Net Banking,ICICI Bank,iOS,439.23,Success,,1137,0,0,5.27,2.0,0,43
TXN0004255,2025-09-18,4,CUST37808,MER090021,BillEase,Utilities,Pune,UPI,SBI,Android,329.51,Success,,531,0,0,0.82,2.0,0,61
TXN0004256,2025-04-22,3,CUST32866,MER030098,TripNest,Travel,Mumbai,UPI,IDFC First Bank,Web,1108.93,Failed,Customer Cancelled,4279,0,0,0.0,,0,45
TXN0004257,2025-10-02,8,CUST23509,MER090020,PayBills,Utilities,Ahmedabad,Credit Card,Yes Bank,Android,2450.8,Success,,1339,0,0,44.11,2.0,0,44
TXN0004258,2025-10-11,16,CUST17486,MER070143,PlayRush,Gaming,Bengaluru,Credit Card,Axis Bank,iOS,670.53,Success,,1019,1,0,12.07,3.0,0,47
TXN0004259,2025-05-13,8,CUST23403,MER080135,DailyStore,Retail,Bengaluru,Debit Card,IDFC First Bank,Mobile Web,398.38,Success,,944,0,0,3.98,1.0,0,23
TXN0004260,2025-11-09,22,CUST16592,MER010111,Snackzy,Food & Delivery,Chennai,Debit Card,Bank of Baroda,iOS,1120.24,Failed,Insufficient Funds,2245,0,0,0.0,,0,25
TXN0004261,2025-11-24,6,CUST19164,MER020104,ClickZone,E-commerce,Bengaluru,UPI,IndusInd Bank,Android,2843.75,Success,,1250,0,0,7.11,2.0,0,27
TXN0004262,2025-05-01,1,CUST25872,MER080017,ValueMart,Retail,Delhi,UPI,ICICI Bank,Web,1665.18,Success,,982,0,0,4.16,2.0,0,17
TXN0004263,2026-03-09,13,CUST21654,MER030106,TripNest,Travel,Bengaluru,UPI,HDFC Bank,Android,4766.4,Success,,1292,0,0,11.92,1.0,0,46
TXN0004264,2025-03-17,4,CUST25642,MER040128,SkillBridge,Education,Chennai,Net Banking,Bank of Baroda,Android,2799.77,Success,,822,0,0,33.6,3.0,0,26
TXN0004265,2025-02-03,15,CUST16179,MER040108,Tutorly,Education,Pune,Credit Card,Bank of Baroda,Web,1993.41,Success,,892,0,0,35.88,2.0,0,35
TXN0004266,2025-04-02,13,CUST34659,MER040089,LearnLoop,Education,Mumbai,UPI,Canara Bank,Android,874.94,Success,,974,0,0,2.19,3.0,0,39
TXN0004267,2025-06-22,10,CUST30800,MER090076,PayBills,Utilities,Pune,UPI,SBI,Android,418.23,Success,,1393,0,0,1.05,1.0,0,36
TXN0004268,2026-05-18,4,CUST13681,MER090146,BillEase,Utilities,Mumbai,Debit Card,IDFC First Bank,iOS,292.64,Success,,872,0,0,2.93,3.0,0,47
TXN0004269,2025-11-16,1,CUST35883,MER090096,PayBills,Utilities,Delhi,Debit Card,IDFC First Bank,Web,452.63,Success,,647,0,0,4.53,2.0,0,25
TXN0004270,2025-09-08,20,CUST35742,MER030008,VoyagePro,Travel,Bengaluru,Credit Card,Axis Bank,Web,1760.77,Success,,852,0,0,31.69,2.0,0,25
TXN0004271,2025-07-03,5,CUST28680,MER050012,HealthHub,Healthcare,Mumbai,Net Banking,Yes Bank,Android,2305.26,Success,,150,0,0,27.66,1.0,0,35
TXN0004272,2026-02-13,16,CUST39554,MER060083,TaskPilot,SaaS,Pune,Debit Card,Kotak Mahindra Bank,Android,977.19,Success,,711,1,0,9.77,1.0,0,34
TXN0004273,2025-08-29,4,CUST29581,MER060132,BillStack,SaaS,Kolkata,Credit Card,Bank of Baroda,Web,617.1,Success,,849,0,0,11.11,2.0,0,13
TXN0004274,2025-03-22,2,CUST10394,MER100128,InvestPlus,Financial Services,Delhi,Credit Card,Axis Bank,Android,8068.94,Success,,616,0,0,145.24,1.0,0,38
TXN0004275,2025-03-11,8,CUST20324,MER040079,LearnLoop,Education,Pune,Debit Card,SBI,Mobile Web,1304.09,Success,,1223,0,0,13.04,1.0,0,41
TXN0004276,2025-01-27,4,CUST31760,MER050009,HealthHub,Healthcare,Chennai,UPI,HDFC Bank,Mobile Web,951.16,Success,,1135,0,0,2.38,2.0,0,43
TXN0004277,2025-01-28,3,CUST21683,MER020085,CartBee,E-commerce,Chennai,Credit Card,IDFC First Bank,Android,522.79,Success,,982,0,0,9.41,2.0,0,41
TXN0004278,2025-05-04,4,CUST21700,MER080065,ValueMart,Retail,Pune,UPI,Bank of Baroda,iOS,1515.59,Success,,872,0,0,3.79,1.0,0,39
TXN0004279,2026-02-07,15,CUST15793,MER040150,LearnLoop,Education,Delhi,UPI,IndusInd Bank,Android,820.2,Success,,891,0,0,2.05,2.0,0,25
TXN0004280,2026-04-29,18,CUST24569,MER020098,ClickZone,E-commerce,Chennai,Net Banking,Axis Bank,Android,714.62,Success,,970,0,0,8.58,1.0,0,34
TXN0004281,2026-03-23,3,CUST29869,MER090088,UtilityDesk,Utilities,Hyderabad,Credit Card,IDFC First Bank,Android,515.72,Success,,943,0,0,9.28,2.0,0,31
TXN0004282,2025-04-21,19,CUST31828,MER040122,EduPrime,Education,Mumbai,Net Banking,Yes Bank,Android,2633.68,Failed,Payment Gateway Timeout,3697,0,0,0.0,,0,28
TXN0004283,2025-09-26,11,CUST36965,MER100077,CreditHub,Financial Services,Bengaluru,UPI,Axis Bank,Android,2599.18,Success,,640,0,0,6.5,2.0,0,45
TXN0004284,2025-01-05,18,CUST25590,MER020058,ShopSphere,E-commerce,Bengaluru,UPI,Kotak Mahindra Bank,Android,1040.26,Success,,706,0,0,2.6,2.0,0,47
TXN0004285,2026-01-30,20,CUST25365,MER030143,FlyQuick,Travel,Bengaluru,Net Banking,ICICI Bank,Mobile Web,4405.23,Success,,1157,0,0,52.86,1.0,0,15
TXN0004286,2026-04-26,8,CUST36265,MER030113,RideGo,Travel,Mumbai,Net Banking,IndusInd Bank,Android,996.83,Success,,977,0,0,11.96,1.0,0,25
TXN0004287,2025-09-19,3,CUST34131,MER020094,CartBee,E-commerce,Hyderabad,Net Banking,Bank of Baroda,Android,1831.92,Failed,Payment Gateway Timeout,1103,0,0,0.0,,0,34
TXN0004288,2026-01-01,23,CUST17278,MER090094,RechargePro,Utilities,Bengaluru,UPI,Yes Bank,iOS,954.97,Success,,1090,0,0,2.39,1.0,0,32
TXN0004289,2025-04-20,20,CUST11795,MER100135,InvestPlus,Financial Services,Bengaluru,Credit Card,Axis Bank,Android,1083.95,Success,,1097,0,0,19.51,3.0,0,77
TXN0004290,2025-03-24,23,CUST18733,MER090113,UtilityDesk,Utilities,Bengaluru,Net Banking,SBI,Web,282.98,Success,,1167,0,0,3.4,2.0,0,18
TXN0004291,2025-10-25,12,CUST34592,MER010042,QuickBite,Food & Delivery,Delhi,UPI,Kotak Mahindra Bank,iOS,599.89,Success,,1257,0,0,1.5,1.0,0,43
TXN0004292,2026-02-23,2,CUST25272,MER100089,LoanBridge,Financial Services,Bengaluru,UPI,IDFC First Bank,Android,5145.25,Success,,784,0,0,12.86,1.0,0,44
TXN0004293,2025-01-12,16,CUST12295,MER020114,ShopSphere,E-commerce,Bengaluru,Debit Card,Kotak Mahindra Bank,Mobile Web,1345.33,Success,,653,0,0,13.45,1.0,0,31
TXN0004294,2025-10-13,12,CUST35254,MER080077,DailyStore,Retail,Pune,Credit Card,IDFC First Bank,iOS,2122.23,Success,,1096,0,0,38.2,1.0,0,41
TXN0004295,2026-02-01,9,CUST22848,MER060123,CloudDesk,SaaS,Bengaluru,Net Banking,Yes Bank,Android,5881.42,Success,,991,0,0,70.58,1.0,0,38
TXN0004296,2025-05-24,21,CUST14072,MER090006,RechargePro,Utilities,Hyderabad,UPI,ICICI Bank,Android,605.31,Success,,830,0,0,1.51,1.0,0,33
TXN0004297,2026-03-29,15,CUST33559,MER050115,MediPlus,Healthcare,Kolkata,Debit Card,HDFC Bank,iOS,1580.03,Success,,1336,0,1,15.8,2.0,0,29
TXN0004298,2025-02-20,23,CUST20303,MER040067,SkillBridge,Education,Ahmedabad,Net Banking,Yes Bank,Android,1272.07,Success,,702,0,0,15.26,1.0,0,60
TXN0004299,2025-11-07,12,CUST15920,MER020075,ClickZone,E-commerce,Kolkata,Credit Card,IndusInd Bank,Android,585.54,Success,,617,0,0,10.54,1.0,0,16
TXN0004300,2025-09-07,12,CUST12247,MER010010,UrbanMeals,Food & Delivery,Mumbai,UPI,SBI,Mobile Web,856.66,Success,,308,0,0,2.14,1.0,0,40
TXN0004301,2025-05-15,9,CUST19268,MER020026,ClickZone,E-commerce,Chennai,UPI,Bank of Baroda,Android,1317.24,Success,,1065,0,0,3.29,3.0,0,45
TXN0004302,2025-02-24,23,CUST19795,MER080011,ValueMart,Retail,Mumbai,Net Banking,Kotak Mahindra Bank,Android,1369.03,Success,,1247,0,0,16.43,2.0,0,11
TXN0004303,2025-02-15,9,CUST22019,MER040101,CourseKart,Education,Bengaluru,UPI,Yes Bank,Android,1851.59,Success,,812,0,0,4.63,1.0,0,39
TXN0004304,2025-01-27,4,CUST20076,MER010082,QuickBite,Food & Delivery,Kolkata,UPI,ICICI Bank,Web,195.92,Success,,694,0,0,0.49,3.0,0,39
TXN0004305,2026-04-05,3,CUST38617,MER060140,CloudDesk,SaaS,Pune,Credit Card,IndusInd Bank,iOS,1105.59,Success,,446,0,0,19.9,2.0,0,55
TXN0004306,2026-05-03,17,CUST24209,MER060119,CloudDesk,SaaS,Hyderabad,Credit Card,IndusInd Bank,Android,5881.85,Success,,812,0,0,105.87,1.0,0,25
TXN0004307,2025-11-24,18,CUST10706,MER010106,Snackzy,Food & Delivery,Chennai,Debit Card,Bank of Baroda,Android,437.36,Success,,786,0,0,4.37,2.0,0,67
TXN0004308,2026-02-19,22,CUST32453,MER100006,FinServe,Financial Services,Bengaluru,Debit Card,ICICI Bank,Mobile Web,2754.23,Success,,1503,0,0,27.54,3.0,0,47
TXN0004309,2026-01-11,9,CUST31027,MER010012,FoodKart,Food & Delivery,Delhi,Wallet,Bank of Baroda,Web,493.16,Success,,1141,0,0,6.9,1.0,0,44
TXN0004310,2025-06-18,6,CUST24518,MER020145,MegaMart,E-commerce,Bengaluru,Debit Card,Canara Bank,iOS,1577.54,Success,,957,0,0,15.78,2.0,0,35
TXN0004311,2025-08-10,17,CUST35091,MER030028,TripNest,Travel,Chennai,UPI,Yes Bank,Android,1078.82,Success,,1238,0,0,2.7,3.0,0,11
TXN0004312,2025-02-28,17,CUST29728,MER090103,RechargePro,Utilities,Hyderabad,UPI,HDFC Bank,Mobile Web,611.49,Success,,817,0,0,1.53,2.0,0,31
TXN0004313,2025-05-27,18,CUST26417,MER010150,FoodKart,Food & Delivery,Bengaluru,UPI,Yes Bank,Android,284.32,Success,,554,0,0,0.71,1.0,0,34
TXN0004314,2025-12-11,15,CUST27728,MER080038,UrbanBazaar,Retail,Delhi,Credit Card,IDFC First Bank,iOS,1685.01,Success,,793,0,0,30.33,3.0,0,25
TXN0004315,2026-04-22,5,CUST11635,MER080084,HomeKart,Retail,Chennai,Credit Card,Axis Bank,Android,1688.62,Success,,1013,0,0,30.4,2.0,0,33
TXN0004316,2025-05-23,2,CUST31139,MER020012,ClickZone,E-commerce,Mumbai,Credit Card,SBI,iOS,946.06,Success,,985,0,0,17.03,1.0,0,39
TXN0004317,2025-04-20,5,CUST25287,MER050016,CarePoint,Healthcare,Mumbai,Net Banking,Kotak Mahindra Bank,Android,1407.68,Success,,886,0,0,16.89,2.0,0,40
TXN0004318,2026-05-30,8,CUST30580,MER040104,LearnLoop,Education,Bengaluru,Credit Card,Kotak Mahindra Bank,Web,2550.4,Success,,1213,0,0,45.91,2.0,0,62
TXN0004319,2025-06-19,13,CUST21301,MER080019,DailyStore,Retail,Hyderabad,UPI,Axis Bank,Android,616.79,Success,,709,0,0,1.54,1.0,0,44
TXN0004320,2026-01-15,13,CUST17439,MER010023,FoodKart,Food & Delivery,Hyderabad,Credit Card,HDFC Bank,Android,467.7,Success,,595,0,0,8.42,3.0,0,14
TXN0004321,2025-05-08,16,CUST27801,MER080029,UrbanBazaar,Retail,Kolkata,UPI,SBI,iOS,2227.09,Success,,693,0,0,5.57,1.0,0,22
TXN0004322,2026-01-25,17,CUST22258,MER060118,CRMFlow,SaaS,Pune,UPI,Yes Bank,Mobile Web,2375.49,Success,,406,0,0,5.94,2.0,0,40
TXN0004323,2025-03-23,19,CUST36437,MER080042,StyleStreet,Retail,Kolkata,UPI,SBI,iOS,927.97,Success,,1259,0,0,2.32,1.0,0,63
TXN0004324,2025-05-10,13,CUST28530,MER040139,LearnLoop,Education,Bengaluru,Net Banking,Canara Bank,Android,2446.44,Success,,988,0,0,29.36,2.0,0,27
TXN0004325,2025-07-29,23,CUST22858,MER060142,TaskPilot,SaaS,Bengaluru,Net Banking,HDFC Bank,iOS,4396.92,Success,,264,0,0,52.76,1.0,0,33
TXN0004326,2026-04-17,18,CUST28648,MER050059,ClinicKart,Healthcare,Chennai,Net Banking,Kotak Mahindra Bank,iOS,1161.45,Success,,983,0,0,13.94,1.0,0,51
TXN0004327,2025-04-08,21,CUST13611,MER020077,MegaMart,E-commerce,Kolkata,Net Banking,Canara Bank,Android,1089.12,Success,,1092,0,0,13.07,2.0,0,33
TXN0004328,2025-02-19,1,CUST20442,MER020051,CartBee,E-commerce,Bengaluru,Credit Card,Bank of Baroda,Android,1787.98,Success,,751,0,0,32.18,2.0,0,40
TXN0004329,2025-10-25,20,CUST31821,MER090110,RechargePro,Utilities,Bengaluru,UPI,IndusInd Bank,iOS,476.55,Success,,695,0,0,1.19,1.0,0,19
TXN0004330,2025-12-25,19,CUST22190,MER100038,WealthKart,Financial Services,Delhi,Debit Card,Bank of Baroda,Android,2657.92,Success,,571,0,0,26.58,3.0,0,45
TXN0004331,2025-11-17,20,CUST14266,MER090006,PowerPay,Utilities,Hyderabad,Debit Card,ICICI Bank,Android,759.35,Success,,784,0,0,7.59,1.0,0,37
TXN0004332,2026-05-16,15,CUST27433,MER100006,LoanBridge,Financial Services,Jaipur,Debit Card,HDFC Bank,Web,1811.8,Success,,730,0,0,18.12,1.0,0,48
TXN0004333,2026-05-13,14,CUST11583,MER020100,Trendora,E-commerce,Delhi,UPI,SBI,Web,286.41,Success,,667,0,0,0.72,2.0,0,47
TXN0004334,2025-10-29,9,CUST31498,MER080045,HomeKart,Retail,Delhi,Wallet,HDFC Bank,iOS,1340.56,Success,,419,0,0,18.77,1.0,0,39
TXN0004335,2025-01-01,13,CUST14110,MER030136,VoyagePro,Travel,Mumbai,Credit Card,SBI,Web,2634.56,Success,,823,0,0,47.42,2.0,0,36
TXN0004336,2026-04-13,3,CUST26429,MER090119,PowerPay,Utilities,Bengaluru,Debit Card,Yes Bank,Android,807.74,Success,,754,0,0,8.08,1.0,0,48
TXN0004337,2026-03-19,22,CUST19459,MER010092,Snackzy,Food & Delivery,Pune,Credit Card,Yes Bank,iOS,1764.59,Success,,900,0,0,31.76,1.0,0,19
TXN0004338,2026-02-20,1,CUST39690,MER080087,DailyStore,Retail,Delhi,Wallet,SBI,Android,536.1,Success,,1115,0,0,7.51,2.0,0,23
TXN0004339,2026-04-07,16,CUST38580,MER090028,BillEase,Utilities,Hyderabad,Wallet,Axis Bank,Android,690.36,Success,,775,0,0,9.67,2.0,0,33
TXN0004340,2025-07-24,5,CUST26150,MER030027,TripNest,Travel,Hyderabad,Credit Card,Axis Bank,iOS,1985.4,Success,,1104,0,0,35.74,1.0,0,59
TXN0004341,2026-01-04,8,CUST32922,MER010117,QuickBite,Food & Delivery,Ahmedabad,UPI,Yes Bank,iOS,425.58,Success,,797,0,0,1.06,1.0,0,45
TXN0004342,2026-01-01,10,CUST38285,MER100079,FinServe,Financial Services,Ahmedabad,UPI,IndusInd Bank,Android,9501.09,Success,,826,0,0,23.75,1.0,0,30
TXN0004343,2025-11-29,18,CUST39494,MER080008,DailyStore,Retail,Chennai,UPI,IDFC First Bank,Mobile Web,1894.66,Success,,590,0,0,4.74,3.0,0,17
TXN0004344,2025-01-13,18,CUST19164,MER020023,ShopSphere,E-commerce,Ahmedabad,UPI,Yes Bank,Android,466.28,Success,,654,0,0,1.17,1.0,0,52
TXN0004345,2025-03-04,19,CUST10664,MER090128,UtilityDesk,Utilities,Mumbai,UPI,Yes Bank,Web,836.33,Success,,853,0,0,2.09,1.0,0,23
TXN0004346,2025-01-08,4,CUST12039,MER090048,UtilityDesk,Utilities,Bengaluru,Wallet,ICICI Bank,iOS,906.49,Success,,561,0,0,12.69,2.0,0,44
TXN0004347,2025-08-28,3,CUST21442,MER080072,HomeKart,Retail,Pune,UPI,SBI,Mobile Web,1118.82,Failed,Bank Server Timeout,2070,0,0,0.0,,0,28
TXN0004348,2025-08-17,0,CUST30476,MER010059,QuickBite,Food & Delivery,Bengaluru,Debit Card,Canara Bank,Web,677.6,Success,,1064,0,0,6.78,1.0,0,49
TXN0004349,2026-03-18,1,CUST11312,MER060121,TaskPilot,SaaS,Bengaluru,UPI,Canara Bank,Android,1500.5,Success,,600,0,0,3.75,1.0,0,44
TXN0004350,2025-04-01,21,CUST25724,MER060069,WorkNest,SaaS,Hyderabad,UPI,Canara Bank,Web,4045.93,Success,,511,0,0,10.11,2.0,0,35
TXN0004351,2025-10-19,17,CUST31922,MER040067,LearnLoop,Education,Chennai,Credit Card,SBI,iOS,1443.25,Success,,361,0,0,25.98,1.0,0,18
TXN0004352,2025-01-13,16,CUST13382,MER030024,VoyagePro,Travel,Chennai,Net Banking,Yes Bank,Mobile Web,4218.93,Failed,Network Error,2772,0,0,0.0,,0,33
TXN0004353,2026-02-05,15,CUST12831,MER030110,TripNest,Travel,Bengaluru,UPI,Canara Bank,Android,4955.89,Success,,606,0,0,12.39,1.0,0,32
TXN0004354,2025-04-17,13,CUST30436,MER010092,DailyDine,Food & Delivery,Chennai,Net Banking,Axis Bank,Android,1233.89,Success,,1191,1,0,14.81,2.0,0,29
TXN0004355,2026-03-29,0,CUST36120,MER010086,QuickBite,Food & Delivery,Chennai,UPI,IndusInd Bank,Android,190.43,Success,,480,0,0,0.48,1.0,0,38
TXN0004356,2026-01-07,19,CUST16338,MER100059,WealthKart,Financial Services,Mumbai,Wallet,SBI,iOS,3634.01,Success,,1039,0,0,50.88,2.0,0,34
TXN0004357,2025-06-24,14,CUST10399,MER020125,Trendora,E-commerce,Mumbai,Credit Card,Bank of Baroda,Android,844.03,Success,,1013,0,0,15.19,2.0,0,33
TXN0004358,2025-01-24,10,CUST38081,MER070125,ArcadePay,Gaming,Hyderabad,Credit Card,Yes Bank,Android,422.19,Success,,804,0,0,7.6,2.0,0,25
TXN0004359,2026-02-08,10,CUST37443,MER050012,MediPlus,Healthcare,Bengaluru,Net Banking,Bank of Baroda,iOS,762.73,Success,,1026,0,0,9.15,1.0,0,50
TXN0004360,2026-05-02,23,CUST31424,MER010064,DailyDine,Food & Delivery,Hyderabad,Credit Card,Axis Bank,Android,415.39,Success,,542,0,0,7.48,1.0,0,35
TXN0004361,2026-05-12,21,CUST27883,MER030105,VoyagePro,Travel,Hyderabad,UPI,Canara Bank,iOS,3131.34,Success,,643,0,0,7.83,2.0,0,31
TXN0004362,2026-02-14,11,CUST39481,MER010001,UrbanMeals,Food & Delivery,Bengaluru,Debit Card,ICICI Bank,Web,270.63,Success,,1133,0,0,2.71,1.0,0,52
TXN0004363,2025-06-22,7,CUST23899,MER040062,Tutorly,Education,Kolkata,UPI,IndusInd Bank,Android,3915.77,Success,,1096,0,0,9.79,2.0,0,45
TXN0004364,2025-05-23,15,CUST11018,MER010121,UrbanMeals,Food & Delivery,Delhi,Debit Card,ICICI Bank,Android,201.02,Success,,1171,0,0,2.01,1.0,0,42
TXN0004365,2026-02-25,10,CUST35588,MER080070,ValueMart,Retail,Delhi,UPI,HDFC Bank,Android,743.1,Success,,1038,0,0,1.86,1.0,0,33
TXN0004366,2025-05-17,11,CUST21006,MER090056,RechargePro,Utilities,Kochi,UPI,IDFC First Bank,Android,1604.65,Success,,968,0,0,4.01,2.0,0,28
TXN0004367,2025-07-26,7,CUST10551,MER010085,QuickBite,Food & Delivery,Pune,Wallet,Axis Bank,Web,593.63,Success,,943,0,0,8.31,1.0,0,54
TXN0004368,2025-12-17,22,CUST15654,MER090146,UtilityDesk,Utilities,Bengaluru,Debit Card,Canara Bank,Android,1041.79,Success,,981,0,0,10.42,3.0,0,24
